,ref_id,userId,id,title,price,type,sq_feet,availability,avdate,location,thumb,thumb2,slide,link,latitude,longitude,marker,address,address_hidden,city,province,intro,community,quadrant,phone,phone_2,preferred_contact,website,email,smoking,lease_term,garage_size,status,book_tour,v,s,f,bedrooms,den,baths,cats,dogs,utilities_included,features
10,568787,64025,568787,Elm-Ledbury,2850 - 5900,Apartment,"641, 1005, 799, 515, 846, 1150, 721, 809, 540, 492, 589, 571, 924, 1085, 784, 964, 572, 850, 974, 892, 662, 503, 705, 868, 883, 559, 788, 1291, 816, 1225, 993, 858, 1102, 1065, 1157, 954, 485, 509",Immediate,"Immediate, January 05, December 10, December 20, January 11, January 01, December 15, December 28, December 21",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/568787/thumber_11407682.v.261f4d6294c8c8bf02e4303d1faeec55.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/568787/thumber_11407682.v.261f4d6294c8c8bf02e4303d1faeec55.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/568787/slide_11407682.v.261f4d6294c8c8bf02e4303d1faeec55.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/568787,43.654297800000,-79.374799700000,f3fa7c64ed80a921ef481866c7917e24,25 Dalhousie Street and 30 Mutual Street,False,Toronto,Ontario,25 Dalhousie Street and 30 Mutual Street,,,2892169769,,Phone||Text||Email,https://www.ElmLedbury.ca/?utm_knock=rentalsca,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,2,1 - 3,No,1 - 2,True,True,['Internet'],"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Air Conditioning']"
11,583788,2101856,583788,,2095 - 2595,Apartment,"640, 650, 553, 701, 547, 700, 710",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/583788/thumber_10712916.v.e10e3c8705ddc1b3c662f184140128b7.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/583788/thumber_10712916.v.e10e3c8705ddc1b3c662f184140128b7.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/583788/slide_10712916.v.e10e3c8705ddc1b3c662f184140128b7.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/583788,43.712568100000,-79.369624700000,c0d7cb5552941b3244d25d364b5672d0,697-701 Eglinton Avenue West,False,Toronto,Ontario,697-701 Eglinton Avenue West,,,3653607355,,Phone||Text||Email,,1,Smoking Allowed,Long Term,"covered, underground, outdoor, street parking",active,,3,RSYNC,2,1 - 2,"No, Yes",1,True,True,False,"['Laundry - Shared', 'Storage Lockers', 'Air Conditioning', 'Fridge']"
12,461351,64025,461351,Waverley,2500 - 5775,Apartment,"617, 1392, 349, 1172, 546, 544, 404, 535, 815, 651, 600, 529",Immediate,"Immediate, December 22, February 05, January 05, February 01, December 27",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/461351/thumber_11513142.v.78e9ee8eb0930eb570b304b7abc64880.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/461351/thumber_11513142.v.78e9ee8eb0930eb570b304b7abc64880.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/461351/slide_11513142.v.78e9ee8eb0930eb570b304b7abc64880.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/461351,43.658334900000,-79.400468500000,7a012e7d71efad2b3bf294d190720906,484 Spadina Ave,False,Toronto,Ontario,484 Spadina Ave,,,3656546599,,Phone||Text||Email,https://www.waverleylife.ca/?utm_knock=rentalsca,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,2,studio - 3,"No, Yes",1 - 2,True,True,['Internet'],"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Fridge']"
13,596562,495240,596562,225 Davisville Avenue,1850 - 3200,Apartment,"485, 463, 530, 552, 740, 723, 1023, 1060, 891",Immediate,"Immediate, December 31, January 31",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/596562/thumber_11410580.v.b424f60a4898d6ee7d916ad7bd925683.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/596562/thumber_11410580.v.b424f60a4898d6ee7d916ad7bd925683.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/596562/slide_11410580.v.b424f60a4898d6ee7d916ad7bd925683.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/596562,43.699665200000,-79.388271800000,98d8a81ea922400efecd0cf4a8a9bae3,225 Davisville Avenue,False,Toronto,Ontario,225 Davisville Avenue,,,6479689706,,Phone||Text||Email,,1,,Long Term,underground,active,,3,RSYNC,2,studio - 2,No,1 - 2,True,True,False,"['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Dishwasher']"
14,517914,179035,517914,FourFifty The Well,2346 - 6762,Apartment,"479, 480, 534, 525, 524, 878, 526, 850, 928, 794, 1097, 1227, 968",Immediate,"Immediate, January 07",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/517914/thumber_9616139.v.168df7615f6ec9368da0dab6ca919d90.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/517914/thumber_9616139.v.168df7615f6ec9368da0dab6ca919d90.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/517914/slide_9616139.v.168df7615f6ec9368da0dab6ca919d90.jpg,/on/toronto/rentals/apartment/1-bedroom/non-smoking/517914,43.642419700000,-79.396621300000,5f72137be4e27428eccb5b9b337c461d,450 Front Street West,False,Toronto,Ontario,450 Front Street West,,,2895365022,,Phone||Text||Email,,1,Non-Smoking,Long Term,,active,,3,RSYNC,2,studio - 3,No,1 - 3,False,False,False,"['Air Conditioning', 'Microwave', 'Window Coverings', 'Dishwasher']"
15,309234,104722,309234,York Mills and Leslie Apartments - Newly Renovated Suites in North York,2399 - 3495,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/309234/thumber_10427118.v.020c4565d4fba5cf1a41a00da18127a9.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/309234/thumber_10427118.v.020c4565d4fba5cf1a41a00da18127a9.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/309234/slide_10427118.v.020c4565d4fba5cf1a41a00da18127a9.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/309234,43.753879096272,-79.361538014819,61c2d5df6a03777948d9c28ccfa97227,750 York Mills Road,False,Toronto,Ontario,750 York Mills Road,,,3656546033,,Phone||Text||Email,https://www.mintoapartments.com/gta/North-York-apartment-rentals/York-Mills-and-Leslie/main.html?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=York%20Mills%20and%20Leslie,1,Non-Smoking,Long Term,outdoor,active,,3,RSYNC,2,1 - 3,No,1 - 2,True,True,"['Heat', 'Water']","['Laundry - Shared', 'Fridge', 'Oven/Stove', 'Dishwasher']"
16,564175,1190839,564175,Be the First to Experience Mirvish Village,2295 - 4450,Apartment,"561, 1208, 400, 800",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/564175/thumber_10086858.v.923c6450e9de799c9e9326764b29a70d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/564175/thumber_10086858.v.923c6450e9de799c9e9326764b29a70d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/564175/slide_10086858.v.923c6450e9de799c9e9326764b29a70d.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/564175,43.664094700000,-79.411062200000,338d2a6ed2366175738c82e4029f97c2,748 Bathurst Street,False,Toronto,Ontario,748 Bathurst Street,,,3656546449,,Phone||Text||Email,https://living.westbankcorp.com/property/mirvish-village,1,,Long Term,,active,,3,RSYNC,2,studio - 2,No,1 - 2,True,True,False,
17,529183,1828544,529183,Welcome to The Fairbank: Liberating Rental Living in Eglinton West,1999 - 3699,Apartment,"862, 569, 788, 759, 566, 535, 563, 889, 604, 531, 547, 876, 572, 567, 802, 1021, 811, 805, 536, 806, 632, 560",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/529183/thumber_9193438.v.c44bbfc5abc4ae3c5a848eeaad7a9e5a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/529183/thumber_9193438.v.c44bbfc5abc4ae3c5a848eeaad7a9e5a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/529183/slide_9193438.v.c44bbfc5abc4ae3c5a848eeaad7a9e5a.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/529183,43.692887684304,-79.463347995950,b0006599bbc448f5695b56c24f087629,9 Croham Road,False,Toronto,Ontario,9 Croham Road,,,8557581764,,Phone||Text||Email,http://www.thefairbank.ca,1,Non-Smoking,Long Term,underground,active,https://tourswidget.rentsync.com?buildingId=268592&source=syndication&fullSource=rentals_infinity&isRentalsBundle=1,3,RSYNC,2,1 - 3,No,1 - 2,True,True,False,"['Air Conditioning', 'Microwave', 'Window Coverings', 'Fridge']"
18,554941,1519125,554941,West Lodge,1699 - 3129,Apartment,"469, 886, 636",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554941/thumber_11350618.v.e83a78db7185ed588182922cd9474759.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554941/thumber_11350618.v.e83a78db7185ed588182922cd9474759.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/554941/slide_11350618.v.e83a78db7185ed588182922cd9474759.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/554941,43.645514300000,-79.436456200000,9357fa490b5792b337f8965cfa6f5800,103 West Lodge,False,Toronto,Ontario,103 West Lodge,,,2892169111,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/65a95aa48e48f0002d1c327a?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,2,studio - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Storage Lockers', 'Fridge', 'Balcony']"
19,365942,104722,365942,"Luxury, Pet-Friendly Apartments in King West Toronto",2099 - 5157,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/365942/thumber_10427119.v.ef8a8ca86e861b132da17e886806f0ba.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/365942/thumber_10427119.v.ef8a8ca86e861b132da17e886806f0ba.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/365942/slide_10427119.v.ef8a8ca86e861b132da17e886806f0ba.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/365942,43.641614858072,-79.400881150926,429def51575aa664b6d592c44f16b523,39 Niagara Street,False,Toronto,Ontario,39 Niagara Street,,,3656546565,,Phone||Text||Email,https://www.mintoapartments.com/gta/Downtown-Toronto-apartment-rentals/39-Niagara/main.html?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=39%20Niagara,1,Non-Smoking,Long Term,covered,active,,3,RSYNC,2,studio - 3,"No, Yes",1 - 2.5,True,True,['Heat'],"['Elevator', 'Fridge', 'Oven/Stove', 'Balcony']"
20,533573,1863869,533573,730 St. Clarens,1475 - 2300,Apartment,"230, 640",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/533573/thumber_11317320.v.2abb05a3c9b8901af90e2915020123fb.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/533573/thumber_11317320.v.2abb05a3c9b8901af90e2915020123fb.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/533573/slide_11317320.v.2abb05a3c9b8901af90e2915020123fb.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/533573,43.667254400000,-79.445706700000,3d8076c35e6c1748a94a1bd95bba22d7,730 St. Clarens Avenue ,False,Toronto,Ontario,730 St. Clarens Avenue ,,,3656543929,,Phone||Text||Email,https://rent.akelius.com/en/search/canada/apartment/toronto,1,,Long Term,covered,active,,3,RSYNC,2,studio - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
