ref_id,userId,id,title,price,type,sq_feet,availability,avdate,location,thumb,thumb2,slide,link,latitude,longitude,marker,address,address_hidden,city,province,intro,community,quadrant,phone,phone_2,preferred_contact,website,email,smoking,lease_term,garage_size,status,book_tour,v,s,f,bedrooms,den,baths,cats,dogs,utilities_included,features
570496,2033289,570496,Discover Elevated Living in the Heart of Mission,2650 - 2700,Apartment,"896, 836",Immediate,Immediate,Mission,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/570496/thumber_11516340.v.666cff27dece5f61124a1cb6bdf175fc.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/570496/thumber_11516340.v.666cff27dece5f61124a1cb6bdf175fc.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/570496/slide_11516340.v.666cff27dece5f61124a1cb6bdf175fc.jpg,/ab/calgary/rentals/apartment/2-bedrooms/mission/pet-friendly/570496,51.036393100000,-114.069713300000,6ef485f6c2372edf863d61d6fa0d9e80,320 19 Ave SW,False,Calgary,Alberta,320 19 Ave SW,Mission,,4036203208,4036203208,Phone||Text||Email,https://www.missionflatsyyc.com/,1,,Long Term,underground,active,,3,RSYNC,2,2 - 2,No,2,True,True,['Heat'],"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Air Conditioning']"
422955,28791,422955,"Luxury Beltline Apartments for Rent in Calgary at UPTEN on 10th Ave: Get 1 Month Free on Selected Units!
*Terms and cond",1728 - 2558,Apartment,"723, 488, 545, 560, 846, 567, 884, 616, 641, 824, 600",Immediate,Immediate,Downtown,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/422955/thumber_11389104.v.b20073822e7958a80e73071275704629.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/422955/thumber_11389104.v.b20073822e7958a80e73071275704629.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/422955/slide_11389104.v.b20073822e7958a80e73071275704629.jpg,/ab/calgary/rentals/apartment/1-bedroom/downtown/pet-friendly/422955,51.043258300000,-114.060743700000,f4b7e3ff592d244d2902e9c0cf4d01f2,201 10 Avenue Southeast,False,Calgary,Alberta,201 10 Avenue Southeast,Downtown,,5876029816,,Phone||Text||Email,https://www.liveupten.com/,1,Non-Smoking,Long Term,"underground, covered",active,,3,RSYNC,2,1 - 2,"Yes, No",1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Storage Lockers', 'Fridge', 'Oven/Stove']"
507598,1506175,507598,Upscale apartment living for the modern renter.,2031 - 3324,Apartment,"720, 924, 1206, 1139, 873, 849, 954, 644, 697",Immediate,Immediate,Hillhurst,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/507598/thumber_8411942.v.32729bc5e71cfb3f426b8e87f301b80b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/507598/thumber_8411942.v.32729bc5e71cfb3f426b8e87f301b80b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/507598/slide_8411942.v.32729bc5e71cfb3f426b8e87f301b80b.jpg,/ab/calgary/rentals/apartment/1-bedroom/hillhurst/pet-friendly/507598,51.057323900000,-114.087540500000,9a78815cbfdf3ca3b5877f7b61c7b83e,1124 5 Ave NW,False,Calgary,Alberta,1124 5 Ave NW,Hillhurst,,5873175900,,Phone||Text||Email,https://www.unitiipm.com//residential/viconfifth,1,Non-Smoking,Long Term,"underground, covered",active,https://tourswidget.rentsync.com?buildingId=242837&source=syndication&fullSource=rentals_infinity&isRentalsBundle=1,3,RSYNC,2,1 - 3,No,1 - 2.5,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Zero-Step Entrance', 'Air Conditioning']"
531446,1433701,531446,Downtown Calgary Apartments,1475 - 2350,Apartment,"605, 833, 613, 969, 589",Immediate,Immediate,Beltline,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/531446/thumber_11395069.v.33268c328dc067119b95c6696fa80a46.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/531446/thumber_11395069.v.33268c328dc067119b95c6696fa80a46.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/531446/slide_11395069.v.33268c328dc067119b95c6696fa80a46.jpg,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/531446,51.045718700000,-114.080528300000,1e8a3bb1128a028214381770a30f7a06,825 8 Avenue SW,False,Calgary,Alberta,825 8 Avenue SW,Beltline,,5874874787,,Phone||Text||Email,https://www.prokey.ca/residential/district?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=District,1,Non-Smoking,Long Term,"underground, outdoor",active,https://tourswidget.rentsync.com?buildingId=275549&source=syndication&fullSource=rentals_infinity&isRentalsBundle=1,3,RSYNC,2,1 - 2,No,1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Zero-Step Entrance', 'City views']"
528641,328294,528641,Plaza Apartments,2345 - 2885,Apartment,"961, 1090, 1173",Immediate,Immediate,Brentwood,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/528641/thumber_9099316.v.73a9eb2272cfefc03d1dcfa1580c6b04.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/528641/thumber_9099316.v.73a9eb2272cfefc03d1dcfa1580c6b04.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/528641/slide_9099316.v.73a9eb2272cfefc03d1dcfa1580c6b04.jpg,/ab/calgary/rentals/apartment/2-bedrooms/brentwood/pet-friendly/528641,51.098597600000,-114.142327400000,f79c75b62d8dbb633ce83468123d4439,5055 Northland Drive,False,Calgary,Alberta,5055 Northland Drive,Brentwood,,5873171649,,Phone||Text||Email,https://www.DeverauxRentals.ca/our-locations/the-plaza-apartments,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,2,2 - 3,No,2,True,True,"['Heat', 'Water']","['Air Conditioning', 'Balcony', 'Window Coverings', 'Luxury Vinyl Plank Flooring']"
510226,1506175,510226,Elva in Mission,1860 - 2680,Apartment,"768, 766, 937, 767, 380, 557",Immediate,Immediate,Mission,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/510226/thumber_9427414.v.ba0bdee1d3b11ed1904a4ad40088b0ab.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/510226/thumber_9427414.v.ba0bdee1d3b11ed1904a4ad40088b0ab.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/510226/slide_9427414.v.ba0bdee1d3b11ed1904a4ad40088b0ab.jpg,/ab/calgary/rentals/apartment/1-bedroom/mission/pet-friendly/510226,51.030782100000,-114.070190100000,918d21bb106b5611601ba48d8457d6d6,320 25 Ave SW,False,Calgary,Alberta,320 25 Ave SW,Mission,,8252535719,,Phone||Text||Email,https://www.unitiipm.com//residential/elva,1,Non-Smoking,Long Term,"underground, covered",active,https://tourswidget.rentsync.com?buildingId=263146&source=syndication&fullSource=rentals_infinity&isRentalsBundle=1,3,RSYNC,2,studio - 2,No,1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Storage Lockers', 'Fridge', 'Oven/Stove']"
501607,1652953,501607,Bridge at Bridgeland - 1 & 2 Bedroom suites available now!,1650 - 2995,Apartment,"454, 538, 790, 1029, 818, 760, 517, 780",Immediate,Immediate,Bridgeland,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/501607/thumber_8255291.v.76029b7733e62f9f21e72ab0d3b19b45.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/501607/thumber_8255291.v.76029b7733e62f9f21e72ab0d3b19b45.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/501607/slide_8255291.v.76029b7733e62f9f21e72ab0d3b19b45.jpg,/ab/calgary/rentals/apartment/1-bedroom/bridgeland/pet-friendly/501607,51.050073400000,-114.041025300000,104dfa6ce8d3a9a459170de8d7cdd109,950 McPherson Square NE,False,Calgary,Alberta,950 McPherson Square NE,Bridgeland,,5879007218,,Phone||Text||Email,http://bridgeliving.ca?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=Bridge%20at%20Bridgeland,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,2,1 - 2,No,1 - 2,True,True,False,"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Air Conditioning']"
580249,328294,580249,Vibe Apartments at Arbour Lake,1480 - 2374,Apartment,"556, 693, 980, 1095, 1108, 1129, 1126, 1215, 1246",Immediate,"Immediate, February 01",Arbour Lake,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/580249/thumber_10793652.v.bfe62019b000eb1090cb4d67f0e4bd92.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/580249/thumber_10793652.v.bfe62019b000eb1090cb4d67f0e4bd92.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/580249/slide_10793652.v.bfe62019b000eb1090cb4d67f0e4bd92.jpg,/ab/calgary/rentals/apartment/1-bedroom/arbour-lake/pet-friendly/580249,51.129345900000,-114.212039900000,ecbc8afdc68444fb741e29c8ad1ab27f,90 Arbour Lake Hill NW,False,Calgary,Alberta,90 Arbour Lake Hill NW,Arbour Lake,,5876029682,,Phone||Text||Email,https://www.DeverauxRentals.ca/our-locations/vibe-apartments-at-arbour-lake,1,,Long Term,underground,active,,3,RSYNC,2,1 - 3,"No, Yes",1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Air Conditioning', 'Balcony', 'Microwave']"
581334,1506175,581334,Be the first to live in these luxury homes.  All utilities included in your rent!!,2125 - 3685,House,"635, 1682, 1716, 674",Immediate,Immediate,Mahogany,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/581334/thumber_10803177.v.9148dea1bd162fcd3393510203fd5af6.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/581334/thumber_10803177.v.9148dea1bd162fcd3393510203fd5af6.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/581334/slide_10803177.v.9148dea1bd162fcd3393510203fd5af6.jpg,/ab/calgary/rentals/house/2-bedrooms/mahogany/pet-friendly/581334,50.887878400000,-113.915602400000,282247dc854b52b4826a4be839c30402,1070 Mahogany Blvd SE,False,Calgary,Alberta,1070 Mahogany Blvd SE,Mahogany,,5875764448,,Phone||Text||Email,https://www.unitiipm.com//residential/mahogany-homes,1,Non-Smoking,Long Term,outdoor,active,https://tourswidget.rentsync.com?buildingId=291905&source=syndication&fullSource=rentals_infinity&isRentalsBundle=1,3,RSYNC,2,2 - 4,No,1.5 - 2.5,True,True,"['Internet', 'Heat', 'Water', 'Electricity']","['Fridge', 'Oven/Stove', 'Carpeted Floors', 'In-suite Storage']"
559638,1275632,559638,New Autumn Incentives at Two Park Central!,1828 - 2841,Apartment,"610, 438, 551, 845, 460",Immediate,Immediate,Beltline,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/559638/thumber_11381888.v.6521a8a5a6c0d2ab6c1083ac43458dae.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/559638/thumber_11381888.v.6521a8a5a6c0d2ab6c1083ac43458dae.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/559638/slide_11381888.v.6521a8a5a6c0d2ab6c1083ac43458dae.jpg,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/559638,51.042392959487,-114.072012977250,6685430a86b55638dc576eb25621af71,1111 4th Street SW,False,Calgary,Alberta,1111 4th Street SW,Beltline,,5878715609,,Phone||Text||Email,https://www.twoparkcentral.com/,1,,Long Term,,active,,3,RSYNC,2,studio - 2,No,1 - 2,True,True,['Heat'],['Storage Lockers']
483743,1502444,483743,The Oliver East - New Luxury Beltline Lifestyle - $500 Security Deposit,1881 - 2860,Apartment,"800, 567, 781, 582, 479, 868",Immediate,Immediate,Beltline,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/483743/thumber_11476461.v.3b0a56aaba075924ea6370bb01990218.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/483743/thumber_11476461.v.3b0a56aaba075924ea6370bb01990218.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/483743/slide_11476461.v.3b0a56aaba075924ea6370bb01990218.jpg,/ab/calgary/rentals/apartment/1-bedroom/beltline/pet-friendly/483743,51.043667696090,-114.072088173610,2b5e71d742b69da28fd03a998af79f4c,524 10th Ave,False,Calgary,Alberta,524 10th Ave,Beltline,,5876002305,,Phone||Text||Email,https://www.oliveron10th.com/?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=The%20Oliver%20-%20East,1,Non-Smoking,Long Term,"underground, covered",active,,3,RSYNC,2,1 - 2,No,1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Fridge']"
